datetime,open,high,low,close,volume,symbol
2023-05-01,169.28,170.45,168.64,169.59,52472900,AAPL
2023-05-02,170.09,170.35001,167.53999,168.53999,48425700,AAPL
2023-05-03,169.5,170.92,167.16,167.45,65136000,AAPL
2023-05-04,164.89,167.03999,164.31,165.78999,81235400,AAPL
2023-05-05,170.98,174.3,170.75999,173.57001,113316400,AAPL
2023-05-08,172.48,173.85001,172.11,173.5,55962800,AAPL
2023-05-09,173.05,173.53999,171.60001,171.77,45326900,AAPL
2023-05-10,173.02,174.03,171.89999,173.56,53724500,AAPL
2023-05-11,173.85001,174.59,172.17,173.75,49514700,AAPL
2023-05-12,173.62,174.06,171.0,172.57001,45497800,AAPL
2023-05-15,173.16,173.21001,171.47,172.07001,37266700,AAPL
2023-05-16,171.99001,173.14,171.8,172.07001,42110300,AAPL
2023-05-17,171.71001,172.92999,170.42,172.69,57951600,AAPL
2023-05-18,173.0,175.24001,172.58,175.05,65496700,AAPL
2023-05-19,176.39,176.39,174.94,175.16,55772400,AAPL
2023-05-22,173.98,174.71001,173.45,174.2,43570900,AAPL
2023-05-23,173.13,173.38,171.28,171.56,50747300,AAPL
2023-05-24,171.09,172.42,170.52,171.84,45143500,AAPL
2023-05-25,172.41,173.89999,171.69,172.99001,56058300,AAPL
2023-05-26,173.32001,175.77,173.11,175.42999,54835000,AAPL
2023-05-30,176.96001,178.99001,176.57001,177.3,55964400,AAPL
2023-05-31,177.33,179.35001,176.75999,177.25,99625300,AAPL
2023-06-01,177.7,180.12,176.92999,180.09,68901800,AAPL
2023-06-02,181.03,181.78,179.25999,180.95,61945900,AAPL
2023-06-05,182.63,184.95,178.03999,179.58,121946500,AAPL
2023-06-06,179.97,180.12,177.42999,179.21001,64848400,AAPL
2023-06-07,178.44,181.21001,177.32001,177.82001,61944600,AAPL
2023-06-08,177.89999,180.84,177.46001,180.57001,50214900,AAPL
2023-06-09,181.5,182.23,180.63,180.96001,48870700,AAPL
2023-06-12,181.27,183.89,180.97,183.78999,54274900,AAPL
2023-06-13,182.8,184.14999,182.44,183.31,54929100,AAPL
2023-06-14,183.37,184.39,182.02,183.95,57462900,AAPL
2023-06-15,183.96001,186.52,183.78,186.00999,65433200,AAPL
2023-06-16,186.73,186.99001,184.27,184.92,101235600,AAPL
2023-06-20,184.41,186.10001,184.41,185.00999,49799100,AAPL
2023-06-21,184.89999,185.41,182.59,183.96001,49515700,AAPL
2023-06-22,183.74001,187.05,183.67,187.0,51245300,AAPL
2023-06-23,185.55,187.56,185.00999,186.67999,53079300,AAPL
2023-06-26,186.83,188.05,185.23,185.27,48088700,AAPL
2023-06-27,185.89,188.39,185.67,188.06,50730800,AAPL
2023-06-28,187.92999,189.89999,187.60001,189.25,51216800,AAPL
2023-06-29,189.08,190.07001,188.94,189.59,46347300,AAPL
2023-06-30,191.63,194.48,191.25999,193.97,85069600,AAPL
2023-07-03,193.78,193.88,191.75999,192.46001,31458200,AAPL
2023-07-05,191.57001,192.98,190.62,191.33,46920300,AAPL
2023-07-06,189.84,192.02,189.2,191.81,45094300,AAPL
2023-07-07,191.41,192.67,190.24001,190.67999,46778000,AAPL
2023-07-10,189.25999,189.99001,187.03999,188.61,59922200,AAPL
2023-07-11,189.16,189.3,186.60001,188.08,46638100,AAPL
2023-07-12,189.67999,191.7,188.47,189.77,60750200,AAPL
2023-07-13,190.5,191.19,189.78,190.53999,41342300,AAPL
2023-07-14,190.23,191.17999,189.63,190.69,41573900,AAPL
2023-07-17,191.89999,194.32001,191.81,193.99001,50520200,AAPL
2023-07-18,193.35001,194.33,192.42,193.73,48353800,AAPL
2023-07-19,193.10001,198.23,192.64999,195.10001,80507300,AAPL
2023-07-20,195.09,196.47,192.5,193.13,59581200,AAPL
2023-07-21,194.10001,194.97,191.23,191.94,71917800,AAPL
2023-07-24,193.41,194.91,192.25,192.75,45377800,AAPL
2023-07-25,193.33,194.44,192.92,193.62,37283200,AAPL
2023-07-26,193.67,195.64,193.32001,194.5,47471900,AAPL
2023-07-27,196.02,197.2,192.55,193.22,47460200,AAPL
2023-07-28,194.67,196.63,194.14,195.83,48291400,AAPL
2023-07-31,196.06,196.49001,195.25999,196.45,38824100,AAPL
2023-08-01,196.24001,196.73,195.28,195.61,35175100,AAPL
2023-08-02,195.03999,195.17999,191.85001,192.58,50389300,AAPL
2023-08-03,191.57001,192.37,190.69,191.17,61235200,AAPL
2023-08-04,185.52,187.38,181.92,181.99001,115799700,AAPL
2023-08-07,182.13,183.13,177.35001,178.85001,97576100,AAPL
2023-08-08,179.69,180.27,177.58,179.8,67823000,AAPL
2023-08-09,180.87,180.92999,177.00999,178.19,60378500,AAPL
2023-08-10,179.48,180.75,177.60001,177.97,54686900,AAPL
2023-08-11,177.32001,178.62,176.55,177.78999,51988100,AAPL
2023-08-14,177.97,179.69,177.31,179.46001,43675600,AAPL
2023-08-15,178.88,179.48,177.05,177.45,43622600,AAPL
2023-08-16,177.13,178.53999,176.5,176.57001,46964900,AAPL
2023-08-17,177.14,177.50999,173.48,174.0,66062900,AAPL
2023-08-18,172.3,175.10001,171.96001,174.49001,61114200,AAPL
2023-08-21,175.07001,176.13,173.74001,175.84,46311900,AAPL
2023-08-22,177.06,177.67999,176.25,177.23,42084200,AAPL
2023-08-23,178.52,181.55,178.33,181.12,52722800,AAPL
2023-08-24,180.67,181.10001,176.00999,176.38,54945800,AAPL
2023-08-25,177.38,179.14999,175.82001,178.61,51449600,AAPL
2023-08-28,180.09,180.59,178.55,180.19,43820700,AAPL
2023-08-29,179.7,184.89999,179.5,184.12,53003900,AAPL
2023-08-30,184.94,187.85001,184.74001,187.64999,60813900,AAPL
2023-08-31,187.84,189.12,187.48,187.87,60794500,AAPL
2023-09-01,189.49001,189.92,188.28,189.46001,45732600,AAPL
2023-09-05,188.28,189.98,187.61,189.7,45280000,AAPL
2023-09-06,188.39999,188.85001,181.47,182.91,81755800,AAPL
2023-09-07,175.17999,178.21001,173.53999,177.56,112488800,AAPL
2023-09-08,178.35001,180.24001,177.78999,178.17999,65551300,AAPL
2023-09-11,180.07001,180.3,177.34,179.36,58953100,AAPL
2023-09-12,179.49001,180.13,174.82001,176.3,90370200,AAPL
2023-09-13,176.50999,177.3,173.98,174.21001,84267900,AAPL
2023-09-14,174.0,176.10001,173.58,175.74001,60895800,AAPL
2023-09-15,176.48,176.5,173.82001,175.00999,109205100,AAPL
2023-09-18,176.48,179.38,176.17,177.97,67257600,AAPL
2023-09-19,177.52,179.63,177.13,179.07001,51826900,AAPL
2023-09-20,179.25999,179.7,175.39999,175.49001,58436200,AAPL
2023-09-21,174.55,176.3,173.86,173.92999,63047900,AAPL
2023-09-22,174.67,177.08,174.05,174.78999,56725400,AAPL
2023-09-25,174.2,176.97,174.14999,176.08,46172700,AAPL
2023-09-26,174.82001,175.2,171.66,171.96001,64588900,AAPL
2023-09-27,172.62,173.03999,169.05,170.42999,66921800,AAPL
2023-09-28,169.34,172.03,167.62,170.69,56294400,AAPL
2023-09-29,172.02,173.07001,170.34,171.21001,51814200,AAPL
2023-10-02,171.22,174.3,170.92999,173.75,52164500,AAPL
2023-10-03,172.25999,173.63,170.82001,172.39999,49594600,AAPL
2023-10-04,171.09,174.21001,170.97,173.66,53020300,AAPL
2023-10-05,173.78999,175.45,172.67999,174.91,48527900,AAPL
2023-10-06,173.8,177.99001,173.17999,177.49001,57224100,AAPL
2023-10-09,176.81,179.05,175.8,178.99001,42390800,AAPL
2023-10-10,178.10001,179.72,177.95,178.39,43698000,AAPL
2023-10-11,178.2,179.85001,177.60001,179.8,47551100,AAPL
2023-10-12,180.07001,182.34,179.03999,180.71001,56743100,AAPL
2023-10-13,181.42,181.92999,178.14,178.85001,51427100,AAPL
2023-10-16,176.75,179.08,176.50999,178.72,52517000,AAPL
2023-10-17,176.64999,178.42,174.8,177.14999,57549400,AAPL
2023-10-18,175.58,177.58,175.11,175.84,54764400,AAPL
2023-10-19,176.03999,177.84,175.19,175.46001,59302900,AAPL
2023-10-20,175.31,175.42,172.64,172.88,64189300,AAPL
2023-10-23,170.91,174.00999,169.92999,173.0,55980100,AAPL
2023-10-24,173.05,173.67,171.45,173.44,43816600,AAPL
2023-10-25,171.88,173.06,170.64999,171.10001,57157000,AAPL
2023-10-26,170.37,171.38,165.67,166.89,70625300,AAPL
2023-10-27,166.91,168.96001,166.83,168.22,58499100,AAPL
2023-10-30,169.02,171.17,168.87,170.28999,51131000,AAPL
2023-10-31,169.35001,170.89999,167.89999,170.77,44846000,AAPL
2023-11-01,171.0,174.23,170.12,173.97,56934900,AAPL
2023-11-02,175.52,177.78,175.46001,177.57001,77334800,AAPL
2023-11-03,174.24001,176.82001,173.35001,176.64999,79763700,AAPL
2023-11-06,176.38,179.42999,176.21001,179.23,63841300,AAPL
2023-11-07,179.17999,182.44,178.97,181.82001,70530000,AAPL
2023-11-08,182.35001,183.45,181.59,182.89,49340300,AAPL
2023-11-09,182.96001,184.12,181.81,182.41,53763500,AAPL
2023-11-10,183.97,186.57001,183.53,186.39999,66133400,AAPL
2023-11-13,185.82001,186.03,184.21001,184.8,43627500,AAPL
2023-11-14,187.7,188.11,186.3,187.44,60108400,AAPL
2023-11-15,187.85001,189.5,187.78,188.00999,53790500,AAPL
2023-11-16,189.57001,190.96001,188.64999,189.71001,54412900,AAPL
2023-11-17,190.25,190.38,188.57001,189.69,50922700,AAPL
2023-11-20,189.89,191.91,189.88,191.45,46505100,AAPL
2023-11-21,191.41,191.52,189.74001,190.64,38134500,AAPL
2023-11-22,191.49001,192.92999,190.83,191.31,39617700,AAPL
2023-11-24,190.87,190.89999,189.25,189.97,24048300,AAPL
2023-11-27,189.92,190.67,188.89999,189.78999,40552600,AAPL
2023-11-28,189.78,191.08,189.39999,190.39999,38415400,AAPL
2023-11-29,190.89999,192.09,188.97,189.37,43014200,AAPL
2023-11-30,189.84,190.32001,188.19,189.95,48794400,AAPL
2023-12-01,190.33,191.56,189.23,191.24001,45679300,AAPL
2023-12-04,189.98,190.05,187.45,189.42999,43389500,AAPL
2023-12-05,190.21001,194.39999,190.17999,193.42,66628400,AAPL
2023-12-06,194.45,194.75999,192.11,192.32001,41089700,AAPL
2023-12-07,193.63,195.0,193.59,194.27,47477700,AAPL
2023-12-08,194.2,195.99001,193.67,195.71001,53377300,AAPL
2023-12-11,193.11,193.49001,191.42,193.17999,60943700,AAPL
2023-12-12,193.08,194.72,191.72,194.71001,52696900,AAPL
2023-12-13,195.09,198.0,194.85001,197.96001,70404200,AAPL
2023-12-14,198.02,199.62,196.16,198.11,66831600,AAPL
2023-12-15,197.53,198.39999,197.0,197.57001,128256700,AAPL
2023-12-18,196.09,196.63,194.39,195.89,55751900,AAPL
2023-12-19,196.16,196.95,195.89,196.94,40714100,AAPL
2023-12-20,196.89999,197.67999,194.83,194.83,52242800,AAPL
2023-12-21,196.10001,197.08,193.5,194.67999,46482500,AAPL
2023-12-22,195.17999,195.41,192.97,193.60001,37122800,AAPL
2023-12-26,193.61,193.89,192.83,193.05,28919300,AAPL
2023-12-27,192.49001,193.5,191.09,193.14999,48087700,AAPL
2023-12-28,194.14,194.66,193.17,193.58,34049900,AAPL
2023-12-29,193.89999,194.39999,191.73,192.53,42628800,AAPL
2024-01-02,187.14999,188.44,183.89,185.64,82488700,AAPL
2024-01-03,184.22,185.88,183.42999,184.25,58414500,AAPL
2024-01-04,182.14999,183.09,180.88,181.91,71983600,AAPL
2024-01-05,181.99001,182.75999,180.17,181.17999,62303300,AAPL
2024-01-08,182.09,185.60001,181.5,185.56,59144500,AAPL
2024-01-09,183.92,185.14999,182.73,185.14,42841800,AAPL
2024-01-10,184.35001,186.39999,183.92,186.19,46792900,AAPL
2024-01-11,186.53999,187.05,183.62,185.59,49128400,AAPL
2024-01-12,186.06,186.74001,185.19,185.92,40444700,AAPL
2024-01-16,182.16,184.25999,180.92999,183.63,65603000,AAPL
2024-01-17,181.27,182.92999,180.3,182.67999,47317400,AAPL
2024-01-18,186.09,189.14,185.83,188.63,78005800,AAPL
2024-01-19,189.33,191.95,188.82001,191.56,68741000,AAPL
2024-01-22,192.3,195.33,192.25999,193.89,60133900,AAPL
2024-01-23,195.02,195.75,193.83,195.17999,42355600,AAPL
2024-01-24,195.42,196.38,194.34,194.5,53631300,AAPL
2024-01-25,195.22,196.27,193.11,194.17,54822100,AAPL
2024-01-26,194.27,194.75999,191.94,192.42,44594000,AAPL
2024-01-29,192.00999,192.2,189.58,191.73,47145600,AAPL
2024-01-30,190.94,191.8,187.47,188.03999,55859400,AAPL
2024-01-31,187.03999,187.10001,184.35001,184.39999,55467800,AAPL
2024-02-01,183.99001,186.95,183.82001,186.86,64885400,AAPL
2024-02-02,179.86,187.33,179.25,185.85001,102518000,AAPL
2024-02-05,188.14999,189.25,185.84,187.67999,69668800,AAPL
2024-02-06,186.86,189.31,186.77,189.3,43490800,AAPL
2024-02-07,190.64,191.05,188.61,189.41,53439000,AAPL
2024-02-08,189.39,189.53999,187.35001,188.32001,40962000,AAPL
2024-02-09,188.64999,189.99001,188.0,188.85001,45155200,AAPL
2024-02-12,188.42,188.67,186.78999,187.14999,41781900,AAPL
2024-02-13,185.77,186.21001,183.50999,185.03999,56529500,AAPL
2024-02-14,185.32001,185.53,182.44,184.14999,54630500,AAPL
2024-02-15,183.55,184.49001,181.35001,183.86,65434500,AAPL
2024-02-16,183.42,184.85001,181.67,182.31,49701400,AAPL
2024-02-20,181.78999,182.42999,180.0,181.56,53665600,AAPL
2024-02-21,181.94,182.89,180.66,182.32001,41529700,AAPL
2024-02-22,183.48,184.96001,182.46001,184.37,52292200,AAPL
2024-02-23,185.00999,185.03999,182.23,182.52,45119700,AAPL
2024-02-26,182.24001,182.75999,180.64999,181.16,40867400,AAPL
2024-02-27,181.10001,183.92,179.56,182.63,54318900,AAPL
2024-02-28,182.50999,183.12,180.13,181.42,48953900,AAPL
2024-02-29,181.27,182.57001,179.53,180.75,136682600,AAPL
2024-03-01,179.55,180.53,177.38,179.66,73488000,AAPL
2024-03-04,176.14999,176.89999,173.78999,175.10001,81510100,AAPL
2024-03-05,170.75999,172.03999,169.62,170.12,95132400,AAPL
2024-03-06,171.06,171.24001,168.67999,169.12,68587700,AAPL
2024-03-07,169.14999,170.73,168.49001,169.0,71765100,AAPL
2024-03-08,169.0,173.7,168.94,170.73,76114600,AAPL
2024-03-11,172.94,174.38,172.05,172.75,60139500,AAPL
2024-03-12,173.14999,174.03,171.00999,173.23,59825400,AAPL
2024-03-13,172.77,173.19,170.75999,171.13,52488700,AAPL
2024-03-14,172.91,174.31,172.05,173.0,72913500,AAPL
2024-03-15,171.17,172.62,170.28999,172.62,121664700,AAPL
2024-03-18,175.57001,177.71001,173.52,173.72,75604200,AAPL
2024-03-19,174.34,176.61,173.03,176.08,55215200,AAPL
2024-03-20,175.72,178.67,175.09,178.67,53423100,AAPL
2024-03-21,177.05,177.49001,170.84,171.37,106181300,AAPL
2024-03-22,171.75999,173.05,170.06,172.28,71106600,AAPL
2024-03-25,170.57001,171.94,169.45,170.85001,54288300,AAPL
2024-03-26,170.0,171.42,169.58,169.71001,57388400,AAPL
2024-03-27,170.41,173.60001,170.11,173.31,60273300,AAPL
2024-03-28,171.75,172.23,170.50999,171.48,65672700,AAPL
2024-04-01,171.19,171.25,169.48,170.03,46240500,AAPL
2024-04-02,169.08,169.34,168.23,168.84,49329500,AAPL
2024-04-03,168.78999,170.67999,168.58,169.64999,47691700,AAPL
2024-04-04,170.28999,171.92,168.82001,168.82001,53704400,AAPL
2024-04-05,169.59,170.39,168.95,169.58,42055200,AAPL
2024-04-08,169.03,169.2,168.24001,168.45,37425500,AAPL
2024-04-09,168.7,170.08,168.35001,169.67,42451200,AAPL
2024-04-10,168.8,169.09,167.11,167.78,49709300,AAPL
2024-04-11,168.34,175.46001,168.16,175.03999,91070300,AAPL
2024-04-12,174.25999,178.36,174.21001,176.55,101593300,AAPL
2024-04-15,175.36,176.63,172.5,172.69,73531800,AAPL
2024-04-16,171.75,173.75999,168.27,169.38,73711200,AAPL
2024-04-17,169.61,170.64999,168.0,168.0,50901200,AAPL
2024-04-18,168.03,168.64,166.55,167.03999,43122900,AAPL
2024-04-19,166.21001,166.39999,164.08,165.0,67772100,AAPL
2024-04-22,165.52,167.25999,164.77,165.84,48116400,AAPL
2024-04-23,165.35001,167.05,164.92,166.89999,49537800,AAPL
2024-04-24,166.53999,169.3,166.21001,169.02,48251800,AAPL
2024-04-25,169.53,170.61,168.14999,169.89,50558300,AAPL
2024-04-26,169.88,171.34,169.17999,169.3,44838400,AAPL
2024-04-29,173.37,176.03,173.10001,173.5,68169400,AAPL
2024-04-30,173.33,174.99001,170.0,170.33,65934800,AAPL
2024-05-01,169.58,172.71001,169.11,169.3,50383100,AAPL
2024-05-02,172.50999,173.42,170.89,173.03,94214900,AAPL
2024-05-03,186.64999,187.0,182.66,183.38,163224100,AAPL
2024-05-06,182.35001,184.2,180.42,181.71001,78569700,AAPL
2024-05-07,182.71001,183.00999,181.75999,182.74001,44075356,AAPL
2024-05-08,182.85001,183.07001,181.45,182.74001,45057100,AAPL
2024-05-09,182.56,184.66,182.11,184.57001,48983000,AAPL
2024-05-10,184.89999,185.09,182.13,183.05,50759500,AAPL
2024-05-12,185.44,187.10001,184.64,186.28,70340080,AAPL
2024-05-13,185.44,187.10001,184.62,186.28,72044800,AAPL
2024-05-14,187.50999,188.3,186.28999,187.42999,52393600,AAPL
2024-05-15,187.91,190.64999,187.37,189.72,70400000,AAPL
2024-05-16,190.47,191.10001,189.66,189.84,52845200,AAPL
2024-05-17,189.50999,190.81,189.17999,189.87,41282900,AAPL
2024-05-20,189.33,191.92,189.00999,191.03999,44361300,AAPL
2024-05-21,191.09,192.73,190.92,192.35001,42309400,AAPL
2024-05-22,192.27,192.82001,190.27,190.89999,34648500,AAPL
2024-05-23,190.98,191.0,186.63,186.88,51005900,AAPL
2024-05-24,188.82001,190.58,188.03999,189.98,36294600,AAPL
2024-05-28,191.50999,193.0,189.10001,189.99001,52280100,AAPL
2024-05-29,189.61,192.25,189.50999,190.28999,53068000,AAPL
2024-05-30,190.75999,192.17999,190.63,191.28999,49947900,AAPL
2024-05-31,191.44,192.57001,189.91,192.25,75158300,AAPL
2024-06-03,192.89999,194.99001,192.52,194.03,50080500,AAPL
2024-06-04,194.64,195.32001,193.03,194.35001,47471400,AAPL
2024-06-05,195.39999,196.89999,194.87,195.87,54156800,AAPL
2024-06-06,195.69,196.5,194.17,194.48,41181800,AAPL
2024-06-07,194.64999,196.94,194.14,196.89,53103900,AAPL
2024-06-10,196.89999,197.3,192.14999,193.12,97262100,AAPL
2024-06-11,193.64999,207.16,193.63,207.14999,172373300,AAPL
2024-06-12,207.37,220.2,206.89999,213.07001,198134300,AAPL
2024-06-13,214.74001,216.75,211.60001,214.24001,97862700,AAPL
2024-06-14,213.85001,215.17,211.3,212.49001,70122700,AAPL
2024-06-17,213.37,218.95,212.72,216.67,93728300,AAPL
2024-06-18,217.59,218.63,213.0,214.28999,79943300,AAPL
2024-06-20,213.92999,214.24001,208.85001,209.67999,86172500,AAPL
2024-06-21,210.39,211.89,207.11,207.49001,246421400,AAPL
2024-06-24,207.72,212.7,206.59,208.14,80727000,AAPL
2024-06-25,209.14999,211.38,208.61,209.07001,56713900,AAPL
2024-06-26,211.5,214.86,210.64,213.25,66213200,AAPL
2024-06-27,214.69,215.74001,212.35001,214.10001,49772700,AAPL
2024-06-28,215.77,216.07001,210.3,210.62,82542700,AAPL
2024-07-01,212.09,217.50999,211.92,216.75,60402900,AAPL
2024-07-02,216.14999,220.38,215.10001,220.27,58046200,AAPL
2024-07-03,220.0,221.55,219.03,221.55,37369800,AAPL
2024-07-05,221.64999,226.45,221.64999,226.34,60412400,AAPL
2024-07-08,227.09,227.85001,223.25,227.82001,59085900,AAPL
2024-07-09,228.185,229.395,226.3721,228.67999,47903015,AAPL
2022-07-13,107.03,111.78,106.01,110.4,61353800,AMZN
2022-07-14,110.24,111.18,107.58,110.63,51163100,AMZN
2022-07-15,112.5,115.59,111.59,113.55,84317800,AMZN
2022-07-18,115.0,117.24,113.15,113.76,59115400,AMZN
2022-07-19,115.7,118.95,114.03,118.21,60990000,AMZN
2022-07-20,118.62,123.48,118.32,122.77,71268300,AMZN
2022-07-21,123.2,124.85,121.26,124.63,60239900,AMZN
2022-07-22,125.01,125.5,121.35,122.42,51463800,AMZN
2022-07-25,122.7,123.64,120.03,121.14,50221300,AMZN
2022-07-26,115.79,118.15,114.53,114.81,67075100,AMZN
2022-07-27,117.31,121.9,117.16,120.97,61582000,AMZN
2022-07-28,121.57,122.84,118.08,122.28,82245500,AMZN
2022-07-29,134.89999,137.64999,132.41,134.95,148892900,AMZN
2022-08-01,134.96001,138.83,133.50999,135.39,76846900,AMZN
2022-08-02,134.72,137.44,134.09,134.16,61922400,AMZN
2022-08-03,136.21001,140.49001,136.05,139.52,71827800,AMZN
2022-08-04,140.58,143.56,139.55,142.57001,70585000,AMZN
2022-08-05,140.10001,142.86,139.60001,140.8,50686900,AMZN
2022-08-08,142.05,144.23,138.28999,139.41,52229000,AMZN
2022-08-09,138.05,138.95,136.21001,137.83,40434700,AMZN
2022-08-10,142.89999,144.60001,141.00999,142.69,54773800,AMZN
2022-08-11,143.86,144.49001,139.75999,140.64,44867300,AMZN
2022-08-12,142.05,143.57001,140.12,143.55,47643500,AMZN
2022-08-15,142.8,143.75999,141.49001,143.17999,39014600,AMZN
2022-08-16,143.91,146.57001,142.0,144.78,59102900,AMZN
2022-08-17,142.69,143.38,140.78,142.10001,48149800,AMZN
2022-08-18,141.32001,142.77,140.38,142.3,37458700,AMZN
2022-08-19,140.47,141.11,137.91,138.23,47792800,AMZN
2022-08-22,135.72,136.32001,132.85001,133.22,50461500,AMZN
2022-08-23,133.41,134.99001,132.95,133.62,36252100,AMZN
2022-08-24,132.75,135.47,132.10001,133.8,38627000,AMZN
2022-08-25,135.25999,137.42,134.28,137.28,37496300,AMZN
2022-08-26,136.55,137.83,130.5,130.75,53322700,AMZN
2022-08-29,129.89999,131.95,128.77,129.78999,48101600,AMZN
2022-08-30,131.25,132.07001,126.85,128.73,49203000,AMZN
2022-08-31,129.45,130.59,126.74,126.77,53648700,AMZN
2022-09-01,126.0,128.02,123.66,127.82,56636100,AMZN
2022-09-02,129.5,131.38,126.39,127.51,57429800,AMZN
2022-09-06,127.92,128.62,124.74,126.11,43888600,AMZN
2022-09-07,126.12,129.82001,125.4,129.48,47900300,AMZN
2022-09-08,127.72,130.28,127.1,129.82001,43988500,AMZN
2022-09-09,130.91,133.69,130.75999,133.27,49387600,AMZN
2022-09-12,134.10001,136.49001,134.0,136.45,53826900,AMZN
2022-09-13,131.00999,131.39999,126.27,126.82,72694000,AMZN
2022-09-14,127.36,128.84,126.33,128.55,45316800,AMZN
2022-09-15,127.38,130.37,125.5,126.28,52887200,AMZN
2022-09-16,122.78,123.87,120.7,123.53,115667800,AMZN
2022-09-19,122.16,124.71,121.8,124.66,47279700,AMZN
2022-09-20,123.35,124.4,121.14,122.19,47698400,AMZN
2022-09-21,122.49,123.76,118.45,118.54,58498900,AMZN
2022-09-22,117.08,118.79,116.26,117.31,55229200,AMZN
2022-09-23,116.0,116.05,112.06,113.78,65126700,AMZN
2022-09-26,113.3,117.34,113.13,115.15,62723300,AMZN
2022-09-27,117.2,118.32,113.05,114.41,60094700,AMZN
2022-09-28,114.38,118.7,113.8,118.01,55763800,AMZN
2022-09-29,115.6,116.07,113.06,114.8,58969700,AMZN
2022-09-30,114.08,116.92,112.84,113.0,59479600,AMZN
2022-10-03,113.58,116.91,112.45,115.88,50941900,AMZN
2022-10-04,119.89,123.0,119.79,121.09,62812600,AMZN
2022-10-05,118.58,121.75,117.69,120.95,48217500,AMZN
2022-10-06,120.77,121.53,119.5,120.3,42253800,AMZN
2022-10-07,118.0,118.17,113.88,114.56,54678000,AMZN
2022-10-10,115.1,116.25,112.43,113.67,42339700,AMZN
2022-10-11,112.71,115.48,110.39,112.21,56432200,AMZN
2022-10-12,112.49,113.83,111.4,112.9,45728700,AMZN
2022-10-13,107.88,113.44,105.35,112.53,86868100,AMZN
2022-10-14,114.1,114.96,106.6,106.9,67737300,AMZN
2022-10-17,110.11,114.19,110.09,113.79,62782000,AMZN
2022-10-18,119.06,119.52,114.79,116.36,65607400,AMZN
2022-10-19,114.71,116.59,113.22,115.07,47198100,AMZN
2022-10-20,113.83,118.24,113.51,115.25,48795100,AMZN
2022-10-21,114.79,119.59,114.5,119.32,55660500,AMZN
2022-10-24,119.98,120.39,116.57,119.82,49531500,AMZN
2022-10-25,119.65,121.32,118.95,120.6,50934600,AMZN
2022-10-26,116.0,119.35,114.76,115.66,68802300,AMZN
2022-10-27,113.92,114.12,109.77,110.96,129605400,AMZN
2022-10-28,97.91,103.96,97.66,103.41,223133400,AMZN
2022-10-31,103.56,104.87,100.74,102.44,99251400,AMZN
2022-11-01,103.99,104.58,96.06,96.79,153370000,AMZN
2022-11-02,97.32,97.74,92.01,92.12,135761800,AMZN
2022-11-03,92.47,93.5,89.02,89.3,136683300,AMZN
2022-11-04,91.49,92.44,88.04,90.98,129101300,AMZN
2022-11-07,91.95,92.1,89.04,90.53,77495700,AMZN
2022-11-08,90.79,91.72,88.23,89.98,88703400,AMZN
2022-11-09,89.47,89.48,85.87,86.14,90796200,AMZN
2022-11-10,92.94,98.69,91.65,96.63,173414900,AMZN
2022-11-11,97.88,101.19,96.66,100.79,111590500,AMZN
2022-11-14,98.77,100.12,97.29,98.49,99533100,AMZN
2022-11-15,103.21,103.79,97.34,98.94,111336300,AMZN
2022-11-16,96.85,98.49,95.54,97.12,87958800,AMZN
2022-11-17,95.37,96.97,94.03,94.85,82617900,AMZN
2022-11-18,95.95,95.99,92.48,94.14,72428200,AMZN
2022-11-21,93.97,95.02,90.59,92.46,84330300,AMZN
2022-11-22,92.62,93.35,90.87,93.2,62192000,AMZN
2022-11-23,93.24,94.58,92.83,94.13,59414700,AMZN
2022-11-25,93.79,94.43,93.07,93.41,35088600,AMZN
2022-11-28,93.93,96.4,93.43,93.95,74943100,AMZN
2022-11-29,94.04,94.41,91.44,92.42,65567300,AMZN
2022-11-30,92.47,96.54,91.53,96.54,102805800,AMZN
2022-12-01,96.99,97.23,94.92,95.5,68488000,AMZN
2022-12-02,94.48,95.36,93.78,94.13,72496400,AMZN
2022-12-05,93.05,94.06,90.82,91.01,71535500,AMZN
2022-12-06,90.5,91.04,87.9,88.25,75503600,AMZN
2022-12-07,88.34,89.89,87.48,88.46,68086900,AMZN
2022-12-08,89.24,90.86,87.88,90.35,73305900,AMZN
2022-12-09,88.9,90.3,88.63,89.09,67398500,AMZN
2022-12-12,89.21,90.58,87.87,90.55,61999800,AMZN
2022-12-13,95.23,96.25,90.52,92.49,100212000,AMZN
2022-12-14,92.5,93.46,89.87,91.58,70298000,AMZN
2022-12-15,89.89,89.97,87.47,88.45,84802900,AMZN
2022-12-16,88.27,89.35,86.73,87.86,146144100,AMZN
2022-12-19,87.51,87.63,84.51,84.92,83531500,AMZN
2022-12-20,85.33,86.61,84.33,85.19,74348300,AMZN
2022-12-21,86.18,87.23,85.21,86.77,59267200,AMZN
2022-12-22,85.52,85.68,82.25,83.79,81431300,AMZN
2022-12-23,83.25,85.78,82.93,85.25,57433700,AMZN
2022-12-27,84.97,85.35,83.0,83.04,57284000,AMZN
2022-12-28,82.8,83.48,81.69,81.82,58228600,AMZN
2022-12-29,82.87,84.55,82.55,84.18,54995900,AMZN
2022-12-30,83.12,84.05,82.47,84.0,62401200,AMZN
2023-01-03,85.46,86.96,84.21,85.82,76706000,AMZN
2023-01-04,86.55,86.98,83.36,85.14,68885100,AMZN
